Original_Infix,Perturbed_Infix,Original_Prefix,Perturbed_Prefix,Original_Postfix,Perturbed_Postfix,Category,Original_Result,Perturbed_Result,Is_Equivalent_Infix,Is_Equivalent_Prefix,Is_Equivalent_Postfix,Is_Equivalent_Infix_Prefix,Is_Equivalent_Infix_Postfix,Is_Equivalent_Prefix_Postfix
( 732 + 293 * 767 ) - ( 961 / ( 328 - 510 ) / 143 + 365 ) - 646.32 * 5.21 ^ 377 - 532.66 / 510 - 328,( 732 + 293 * 767 ) - ( 961 / ( 328 - 510 ) / 143 + 365 ) - 646.32 * 5.21 / 377 - 532.66 / 510 - 328,- + 732 * 293 767 - + / 961 / - 328 510 143 365 - * 646.32 ^ 5.21 377 - / 532.66 510 328,- + 732 * 293 767 - + / 961 / - 328 510 143 365 - * 646.32 / 5.21 377 - / 532.66 510 328,732 293 767 * + 961 328 510 - / 143 / 365 + - 646.32 5.21 377 ^ * - 532.66 510 / - 328 -,732 293 767 * + 961 328 510 - / 143 / 365 + - 646.32 5.21 * 377 / - 532.66 510 / - 328 -,Hard,-1.1435871824198738e+273,224760.06,False,False,False,False,False,False
( ( ( 634.73 + 672 ) - 129.53 / ( 584 / 131 ) ) + ( 333 / 551 ) ) + ( 957 / ( 427 + 408.67 ) ) * 992 + 741 - ( 445.49 / 250 ) ^ 672,( ( ( 634.73 + 672 ) - 129.53 / ( 584 / 131 ) ) + ( 333 / 551 ) ) + ( 957 / ( 427 + 408.67 ) ) * 992 + 741 - ( 445.49 / 250 ) ^ 672,+ + - + 634.73 672 / 129.53 / 584 131 / 333 551 + * / 957 + 427 408.67 992 - 741 ^ / 445.49 250 672,+ + - + 634.73 672 / 129.53 / 584 131 / 333 551 + * / 957 + 427 408.67 992 - 741 ^ / 445.49 250 672,634.73 672 + 129.53 584 131 / / - 333 551 / + 957 427 408.67 + / 992 * + 741 + 445.49 250 / 672 ^ -,634.73 672 + 129.53 584 131 / / - 333 551 / + 957 427 408.67 + / 992 * + 741 + 445.49 250 / 672 ^ -,Hard,-4.0125748933437085e+168,-4.0125748933437085e+168,True,True,True,True,True,True
( ( 947 * 805 ) - ( ( 256 * 876 ^ 91 + 51 / ( 516 - 131.5 ) ) * ( 475 + 720 - ( 952 + 14 ) + 81 - 60.29 ) ) ),( ( 947 * 805 ) - ( ( 256 * 876 ^ 91 + 51 / ( 516 - 131.5 ) ) * ( 475 + 720 - ( 952 + 14 ) + 81 - 60.29 ) ) ),- * 947 805 * + * 256 ^ 876 91 / 51 - 516 131.5 + 475 - 720 + + 952 14 - 81 60.29,- * 947 805 * + * 256 ^ 876 91 / 51 - 516 131.5 + 475 - 720 + + 952 14 - 81 60.29,947 805 * 256 876 91 ^ * 51 516 131.5 - / + 475 720 + 952 14 + - 81 + 60.29 - * -,947 805 * 256 876 91 ^ * 51 516 131.5 - / + 475 720 + 952 14 + - 81 + 60.29 - * -,Hard,-3.745842917894088e+272,-3.745842917894088e+272,True,True,True,True,True,True
( 75 ^ ( 921 / 317 ) + ( 277 / ( 541 / 321.80 ) ) + ( ( ( ( 794 / 277 / 906 ) - 510 ) / 366 + 657.48 ) / ( 217.34 * 477 ) ) ),( 75 ^ ( 921 / 317 ) + ( 277 / ( 541 / 321.80 ) ) + ( ( ( ( 794 / 277 / 906 ) - 510 ) / 366 + 657.48 ) / ( 217.34 * 477 ) ) ),+ ^ 75 / 921 317 + / 277 / 541 321.80 / + / - / 794 / 277 906 510 366 657.48 * 217.34 477,+ ^ 75 / 921 317 + / 277 / 541 321.80 / + / - / 794 / 277 906 510 366 657.48 * 217.34 477,75 921 317 / ^ 277 541 321.80 / / + 794 277 / 906 / 510 - 366 / 657.48 + 217.34 477 * / +,75 921 317 / ^ 277 541 321.80 / / + 794 277 / 906 / 510 - 366 / 657.48 + 217.34 477 * / +,Hard,280535.84,280535.84,True,True,True,True,True,True
( ( 376 ^ 80 ) + 225.85 ) * ( 965.25 * 674 ) - ( 432 - ( 849.30 - 424 ) + ( 290 + 807 ) / 894 * 793 * 753 ),( ( 376 ^ 80 ) + 225.85 ) * ( 965.25 * 674 ) - ( 432 - ( 849.30 - 424 ) + ( 290 + 807 ) / 894 - 793 * 753 ),- * + ^ 376 80 225.85 * 965.25 674 - 432 + - 849.30 424 / + 290 807 * 894 * 793 753,- * + ^ 376 80 225.85 * 965.25 674 - 432 + - 849.30 424 - / + 290 807 894 * 793 753,376 80 ^ 225.85 + 965.25 674 * * 432 849.30 424 - - 290 807 + 894 / 793 * 753 * + -,376 80 ^ 225.85 + 965.25 674 * * 432 849.30 424 - - 290 807 + 894 / + 793 753 * - -,Hard,6.734840285694304e+211,6.734840285694304e+211,True,True,True,True,True,True
( 616.93 * 903.18 + 731.60 * ( 810.16 - 449.74 ) * 483 ) * ( ( ( 786 / 731 * 290.44 + 951 ) * 34.68 ) + 742.23 * 771 ),( 616.93 * 903.18 + 731.60 * ( 810.16 - 449.74 ) * 483 ) * ( ( ( 786 / 731 * 290.44 + 951 ) * 34.68 ) + 742.23 * 771 ),* + * 616.93 903.18 * 731.60 * - 810.16 449.74 483 + * + / 786 * 731 290.44 951 34.68 * 742.23 771,* + * 616.93 903.18 * 731.60 * - 810.16 449.74 483 + * + / 786 * 731 290.44 951 34.68 * 742.23 771,616.93 903.18 * 731.60 810.16 449.74 - * 483 * + 786 731 / 290.44 * 951 + 34.68 * 742.23 771 * + *,616.93 903.18 * 731.60 810.16 449.74 - * 483 * + 786 731 / 290.44 * 951 + 34.68 * 742.23 771 * + *,Hard,78805385460243.67,78805385460243.67,True,True,True,True,True,True
( 991.22 / 506 ) + ( ( 589.88 - ( 197 + ( 108 ^ 133 * 993.34 ) ) ) * 12 + 363 * ( 655.51 / 456 ) + 10 ),( 991.22 / 506 ) + ( ( 589.88 - ( 197 * ( 108 ^ 133 * 993.34 ) ) ) * 12 + 363 * ( 655.51 / 456 ) + 10 ),+ / 991.22 506 + * - 589.88 + 197 * ^ 108 133 993.34 12 + * 363 / 655.51 456 10,+ / 991.22 506 + * - 589.88 * 197 * ^ 108 133 993.34 12 + * 363 / 655.51 456 10,991.22 506 / 589.88 197 108 133 ^ 993.34 * + - 12 * 363 655.51 456 / * + 10 + +,991.22 506 / 589.88 197 108 133 ^ 993.34 * * - 12 * 363 655.51 456 / * + 10 + +,Hard,-3.323828825606431e+274,-6.547942786444669e+276,False,False,False,False,False,False
( 187.75 * 313.70 ^ 115 + ( 812 + ( 124.75 - ( 485.41 / 425 ) - 254 ) / ( 987 / 74 ) * 761 + ( 225 / 942 ) ) ),( 187.75 * 313.70 ^ 115 + ( 812 + ( 124.75 - ( 485.41 / 425 ) - 254 ) / ( 987 / 74 ) * 761 + ( 225 / 942 ) ) ),+ * 187.75 ^ 313.70 115 + 812 + / - 124.75 - / 485.41 425 254 * / 987 74 761 / 225 942,+ * 187.75 ^ 313.70 115 + 812 + / - 124.75 - / 485.41 425 254 * / 987 74 761 / 225 942,187.75 313.70 115 ^ * 812 124.75 485.41 425 / - 254 - 987 74 / / 761 * + 225 942 / + +,187.75 313.70 115 ^ * 812 124.75 485.41 425 / - 254 - 987 74 / / 761 * + 225 942 / + +,Hard,2.359117628693326e+289,2.359117628693326e+289,True,True,True,True,True,True
( ( 21 * 41 ) / 627.49 ) * ( 805.92 + 875 ) ^ ( 274 + 187 ^ ( 170.1 / 670 ) - 221.37 ) / 860 * 454 ^ 18.48,( ( 21 * 41 ) / 627.49 ) * ( 805.92 + 875 ) ^ ( 274 + 187 ^ ( 170.1 / 670 ) - 221.37 ) / 860 * 454 ^ 18.48,* / * 21 41 627.49 / ^ + 805.92 875 + 274 - ^ 187 / 170.1 670 221.37 * 860 ^ 454 18.48,* / * 21 41 627.49 / ^ + 805.92 875 + 274 - ^ 187 / 170.1 670 221.37 * 860 ^ 454 18.48,21 41 * 627.49 / 805.92 875 + 274 187 170.1 670 / ^ + 221.37 - ^ * 860 / 454 18.48 ^ *,21 41 * 627.49 / 805.92 875 + 274 187 170.1 670 / ^ + 221.37 - ^ * 860 / 454 18.48 ^ *,Hard,1.7311465221854558e+228,1.7311465221854558e+228,True,True,True,True,True,True
420.30 + 252 - ( 685 * 340 * 24.11 + 880.99 * 336 * 481 / ( 15 - 852.98 ) / 220 ) * 871 ^ 52.96 + 308,420.30 + 252 - ( 685 * 340 * 24.11 + 880.99 * 336 * 481 / ( 15 - 852.98 ) / 220 ) * 871 ^ 52.96 + 308,+ 420.30 - 252 + * + * 685 * 340 24.11 * 880.99 * 336 / 481 / - 15 852.98 220 ^ 871 52.96 308,+ 420.30 - 252 + * + * 685 * 340 24.11 * 880.99 * 336 / 481 / - 15 852.98 220 ^ 871 52.96 308,420.30 252 + 685 340 * 24.11 * 880.99 336 * 481 * 15 852.98 - / 220 / + 871 52.96 ^ * - 308 +,420.30 252 + 685 340 * 24.11 * 880.99 336 * 481 * 15 852.98 - / 220 / + 871 52.96 ^ * - 308 +,Hard,-2.8357533296926574e+162,-2.8357533296926574e+162,True,True,True,True,True,True
( ( 677 * 425.48 ) + ( ( 449 * 441 / ( 868.44 / 575 ) ) / 420 / 138.15 ) + ( 508 + 722 / ( 567 - 289 ) ) ) * 567.93 - 619.78,( ( 677 * 425.48 ) + ( ( 449 * 441 / ( 868.44 / 575 ) ) / 420 / 138.15 ) + ( 508 + 722 / ( 567 - 289 ) ) ) * 567.93 - 619.78,- * + * 677 425.48 + / * 449 / 441 / 868.44 575 / 420 138.15 + 508 / 722 - 567 289 567.93 619.78,- * + * 677 425.48 + / * 449 / 441 / 868.44 575 / 420 138.15 + 508 / 722 - 567 289 567.93 619.78,677 425.48 * 449 441 * 868.44 575 / / 420 / 138.15 / + 508 722 567 289 - / + + 567.93 * 619.78 -,677 425.48 * 449 441 * 868.44 575 / / 420 / 138.15 / + 508 722 567 289 - / + + 567.93 * 619.78 -,Hard,163882860.67,163882860.67,True,True,True,True,True,True
703 + 849.82 / 735 + ( 369 / 808.77 / ( 466 / 110 ) - ( 876 - 836.6 ) ) / ( 58.33 * 335.9 + ( 357 + 651 ) ),703 + 849.82 / 735 + ( 369 / 808.77 / ( 466 / 110 ) - ( 876 - 836.6 ) ) / ( 58.33 * 335.9 + ( 357 + 651 ) ),+ 703 + / 849.82 735 / - / 369 / 808.77 / 466 110 - 876 836.6 + * 58.33 335.9 + 357 651,+ 703 + / 849.82 735 / - / 369 / 808.77 / 466 110 - 876 836.6 + * 58.33 335.9 + 357 651,703 849.82 735 / + 369 808.77 / 466 110 / / 876 836.6 - - 58.33 335.9 * 357 651 + + / +,703 849.82 735 / + 369 808.77 / 466 110 / / 876 836.6 - - 58.33 335.9 * 357 651 + + / +,Hard,704.15,704.15,True,True,True,True,True,True
576.74 - ( ( 82 / 154.11 * 987.8 ) - 617 ) - ( ( 431 / 532 ) / ( 690 - ( 468 / 901.46 ) ) ) ^ ( 725 * 319 ),576.74 - ( ( 82 / 154.11 * 987.8 ) - 617 ) - ( ( 431 / 532 ) / ( 690 - ( 468 / 901.46 ) ) ) ^ ( 725 * 319 ),- 576.74 - - / 82 * 154.11 987.8 617 ^ / / 431 532 - 690 / 468 901.46 * 725 319,- 576.74 - - / 82 * 154.11 987.8 617 ^ / / 431 532 - 690 / 468 901.46 * 725 319,576.74 82 154.11 / 987.8 * 617 - - 431 532 / 690 468 901.46 / - / 725 319 * ^ -,576.74 82 154.11 / 987.8 * 617 - - 431 532 / 690 468 901.46 / - / 725 319 * ^ -,Hard,668.14,668.14,True,True,True,True,True,True
( ( 33 * 68 / ( 391 + 696 ) ) + 905 + 427.31 + 833.23 / 209 + ( 940.18 + 91 ) + 851.14 + 954 - 12.26 + 48 ),( ( 33 * 68 / ( 391 + 696 ) ) + 905 + 427.31 + 833.23 / 209 + ( 940.18 + 91 ) + 851.14 + 954 - 12.26 + 48 ),+ * 33 / 68 + 391 696 + 905 + 427.31 + / 833.23 209 + + 940.18 91 + 851.14 - 954 + 12.26 48,+ * 33 / 68 + 391 696 + 905 + 427.31 + / 833.23 209 + + 940.18 91 + 851.14 - 954 + 12.26 48,33 68 * 391 696 + / 905 + 427.31 + 833.23 209 / + 940.18 91 + + 851.14 + 954 + 12.26 - 48 +,33 68 * 391 696 + / 905 + 427.31 + 833.23 209 / + 940.18 91 + + 851.14 + 954 + 12.26 - 48 +,Hard,4210.42,4210.42,True,True,True,True,True,True
( 166 / ( ( 17 + 577 ) * 918.82 ) * ( 525 ^ ( ( 502.27 * 118 / 382.48 ) / ( 560.28 + 908.6 - ( 604 - ( 334.40 - 46 ) ) ) ) ) ),( 166 / ( ( 17 + 577 ) * 918.82 ) * ( 525 ^ ( ( 502.27 * 118 / 382.48 ) / ( 560.28 - 908.6 - ( 604 - ( 334.40 + 46 ) ) ) ) ) ),/ 166 * * + 17 577 918.82 ^ 525 / * 502.27 / 118 382.48 + 560.28 - 908.6 - 604 - 334.40 46,/ 166 * * + 17 577 918.82 ^ 525 / * 502.27 / 118 382.48 - 560.28 - 908.6 - 604 + 334.40 46,166 17 577 + 918.82 * / 525 502.27 118 * 382.48 / 560.28 908.6 + 604 334.40 46 - - - / ^ *,166 17 577 + 918.82 * / 525 502.27 118 * 382.48 / 560.28 908.6 - 604 334.40 46 + - - / ^ *,Hard,0.0,0.0,True,True,True,True,True,True
( ( 188 / 547.77 * 327.28 + ( 184.46 - 558 ) / ( 476 / 666 * 607 ) * ( 340 * 527.90 ) ) / 791 - 285 + 431.34 ) / ( 203 - 411 ),( ( 188 / 547.77 * 327.28 + ( 184.46 - 558 ) / ( 476 / 666 * 607 ) * ( 340 * 527.90 ) ) / 791 - 285 + 431.34 ) / ( 203 - 411 ),/ - / + / 188 * 547.77 327.28 / - 184.46 558 * / 476 * 666 607 * 340 527.90 791 + 285 431.34 - 203 411,/ - / + / 188 * 547.77 327.28 / - 184.46 558 * / 476 * 666 607 * 340 527.90 791 + 285 431.34 - 203 411,188 547.77 / 327.28 * 184.46 558 - 476 666 / 607 * / 340 527.90 * * + 791 / 285 - 431.34 + 203 411 - /,188 547.77 / 327.28 * 184.46 558 - 476 666 / 607 * / 340 527.90 * * + 791 / 285 - 431.34 + 203 411 - /,Hard,0.24,0.24,True,True,True,True,True,True
( ( 585 / 571 ) + 525 ^ ( 200 * ( 144 - 803 ) ) / 821 - 298 / ( ( 16 + 852.47 - 30 ) * 523 ) ) - ( 68 + ( 612 / 276 ) ),( ( 585 / 571 ) + 525 ^ ( 200 * ( 144 - 803 ) ) / 821 - 298 / ( ( 16 + 852.47 - 30 ) * 523 ) ) - ( 68 + ( 612 / 276 ) ),- + / 585 571 - / ^ 525 * 200 - 144 803 821 / 298 * + 16 - 852.47 30 523 + 68 / 612 276,- + / 585 571 - / ^ 525 * 200 - 144 803 821 / 298 * + 16 - 852.47 30 523 + 68 / 612 276,585 571 / 525 200 144 803 - * ^ 821 / + 298 16 852.47 + 30 - 523 * / - 68 612 276 / + -,585 571 / 525 200 144 803 - * ^ 821 / + 298 16 852.47 + 30 - 523 * / - 68 612 276 / + -,Hard,-69.19,-69.19,True,True,True,True,True,True
( ( ( 95 - 205 - 393 ) - 314 / ( ( 468 / 182 - ( 463 / 813.62 ) ) ^ 646.96 - ( ( ( 777.35 / 80 ) / ( 952 * 901 ) ) + 48 ) ) ) - 913 ),( ( ( 95 - 205 - 393 ) - 314 / ( ( 468 / 182 - ( 463 / 813.62 ) ) ^ 646.96 - ( ( ( 777.35 / 80 ) / ( 952 * 901 ) ) + 48 ) ) ) - 913 ),- - - 95 - 205 393 / 314 - ^ - / 468 182 / 463 813.62 646.96 + / / 777.35 80 * 952 901 48 913,- - - 95 - 205 393 / 314 - ^ - / 468 182 / 463 813.62 646.96 + / / 777.35 80 * 952 901 48 913,95 205 - 393 - 314 468 182 / 463 813.62 / - 646.96 ^ 777.35 80 / 952 901 * / 48 + - / - 913 -,95 205 - 393 - 314 468 182 / 463 813.62 / - 646.96 ^ 777.35 80 / 952 901 * / 48 + - / - 913 -,Hard,-1416.0,-1416.0,True,True,True,True,True,True
( ( 619 / 490 ) * ( ( 446 * 50 ) - 178 - 292.91 / 808.8 ) + ( 84.58 / ( 306.79 + 943 + 971 / 762 ) ) ),( ( 619 / 490 ) * ( ( 446 * 50 ) - 178 - 292.91 / 808.8 ) + ( 84.58 / ( 306.79 + 943 + 971 / 762 ) ) ),+ * / 619 490 - * 446 50 - 178 / 292.91 808.8 / 84.58 + 306.79 + 943 / 971 762,+ * / 619 490 - * 446 50 - 178 / 292.91 808.8 / 84.58 + 306.79 + 943 / 971 762,619 490 / 446 50 * 178 - 292.91 808.8 / - * 84.58 306.79 943 + 971 762 / + / +,619 490 / 446 50 * 178 - 292.91 808.8 / - * 84.58 306.79 943 + 971 762 / + / +,Hard,27945.57,27945.57,True,True,True,True,True,True
( ( 548 / 972.88 ) ^ ( 423 * ( 699 - 404.2 ) ) - ( ( 172 * 54 ) - 367 ) - 606.24 + 860 / 98 / 601 * ( 973 / 435 - 229 - 694 ) ),( ( 548 / 972.88 ) ^ ( 423 * ( 699 - 404.2 ) ) - ( ( 172 * 54 ) - 367 ) - 606.24 + 860 / 98 / 601 * ( 973 / 435 - 229 - 694 ) ),- ^ / 548 972.88 * 423 - 699 404.2 - - * 172 54 367 + 606.24 / 860 / 98 * 601 - / 973 435 - 229 694,- ^ / 548 972.88 * 423 - 699 404.2 - - * 172 54 367 + 606.24 / 860 / 98 * 601 - / 973 435 - 229 694,548 972.88 / 423 699 404.2 - * ^ 172 54 * 367 - - 606.24 - 860 98 / 601 / 973 435 / 229 - 694 - * +,548 972.88 / 423 699 404.2 - * ^ 172 54 * 367 - - 606.24 - 860 98 / 601 / 973 435 / 229 - 694 - * +,Hard,-9540.68,-9540.68,True,True,True,True,True,True
( ( ( ( 470.88 * 323.16 ) - 570 ) * 948 + ( ( 751 * 870.87 ) + 229.55 ) ) - 751 - ( 368 * 124 ) / ( 633 - 702 ) ),( ( ( ( 470.88 * 323.16 ) - 570 ) * 948 + ( ( 751 * 870.87 ) + 229.55 ) ) - 751 - ( 368 * 124 ) / ( 633 - 702 ) ),- + * - * 470.88 323.16 570 948 + * 751 870.87 229.55 - 751 / * 368 124 - 633 702,- + * - * 470.88 323.16 570 948 + * 751 870.87 229.55 - 751 / * 368 124 - 633 702,470.88 323.16 * 570 - 948 * 751 870.87 * 229.55 + + 751 - 368 124 * 633 702 - / -,470.88 323.16 * 570 - 948 * 751 870.87 * 229.55 + + 751 - 368 124 * 633 702 - / -,Hard,144370565.85,144370565.85,True,True,True,True,True,True
( 309.94 ^ ( ( ( ( 510 - 327 ) * 123 ) - 818.80 ) / ( ( 476 - 365.58 ) * 140 - 525 ) ) / ( 404 - 926 ) ) + 804.98 * 702,( 309.94 ^ ( ( ( ( 510 - 327 ) * 123 ) - 818.80 ) / ( ( 476 - 365.58 ) * 140 - 525 ) ) / ( 404 - 926 ) ) + 804.98 * 702,+ / ^ 309.94 / - * - 510 327 123 818.80 - * - 476 365.58 140 525 - 404 926 * 804.98 702,+ / ^ 309.94 / - * - 510 327 123 818.80 - * - 476 365.58 140 525 - 404 926 * 804.98 702,309.94 510 327 - 123 * 818.80 - 476 365.58 - 140 * 525 - / ^ 404 926 - / 804.98 702 * +,309.94 510 327 - 123 * 818.80 - 476 365.58 - 140 * 525 - / ^ 404 926 - / 804.98 702 * +,Hard,565088.0,565088.0,True,True,True,True,True,True
( 179 + ( 573 / 297.12 + 54.26 ) ^ ( ( 624 + ( ( 119.93 - 41 ) * ( 19.41 + 539 ) ) ) / ( 781 * 966 ) ) ) + 756 - 550 * 536,( 179 + ( 573 / 297.12 + 54.26 ) ^ ( ( 624 + ( ( 119.93 - 41 ) * ( 19.41 + 539 ) ) ) / ( 781 * 966 ) ) ) + 756 - 550 + 536,+ + 179 ^ + / 573 297.12 54.26 / + 624 * - 119.93 41 + 19.41 539 * 781 966 - 756 * 550 536,+ + 179 ^ + / 573 297.12 54.26 / + 624 * - 119.93 41 + 19.41 539 * 781 966 - 756 + 550 536,179 573 297.12 / 54.26 + 624 119.93 41 - 19.41 539 + * + 781 966 * / ^ + 756 + 550 536 * -,179 573 297.12 / 54.26 + 624 119.93 41 - 19.41 539 + * + 781 966 * / ^ + 756 + 550 - 536 +,Hard,-293863.73,922.27,False,False,False,False,False,False
( ( ( ( ( 759 + ( 94 * ( 534 * 628.2 ) ) ) / 131 - 554 - 810 / 506 ) * 19.19 ) - 733 ) * ( 612 * 810.95 ) + 28.13 ),( ( ( ( ( 759 + ( 94 * ( 534 * 628.2 ) ) ) / 131 - 554 - 810 / 506 ) * 19.19 ) - 733 ) * ( 612 * 810.95 ) + 28.13 ),+ * - * - / + 759 * 94 * 534 628.2 131 - 554 / 810 506 19.19 733 * 612 810.95 28.13,+ * - * - / + 759 * 94 * 534 628.2 131 - 554 / 810 506 19.19 733 * 612 810.95 28.13,759 94 534 628.2 * * + 131 / 554 - 810 506 / - 19.19 * 733 - 612 810.95 * * 28.13 +,759 94 534 628.2 * * + 131 / 554 - 810 506 / - 19.19 * 733 - 612 810.95 * * 28.13 +,Hard,2286936142604.16,2286936142604.16,True,True,True,True,True,True
( 260 + 53 / 490 ) - 71 + 402.50 - 123.19 + 830.29 - 907 / 343 * ( 125.81 - ( ( ( 714 * 939.7 ) - 642.55 ) - 31.54 / 376 ) ),( 260 + 53 / 490 ) - 71 + 402.50 - 123.19 + 830.29 - 907 / 343 * ( 125.81 - ( ( ( 714 * 939.7 ) - 642.55 ) - 31.54 / 376 ) ),- + 260 / 53 490 + 71 - 402.50 + 123.19 - 830.29 / 907 * 343 - 125.81 - - * 714 939.7 642.55 / 31.54 376,- + 260 / 53 490 + 71 - 402.50 + 123.19 - 830.29 / 907 * 343 - 125.81 - - * 714 939.7 642.55 / 31.54 376,260 53 490 / + 71 - 402.50 + 123.19 - 830.29 + 907 343 / 125.81 714 939.7 * 642.55 - 31.54 376 / - - * -,260 53 490 / + 71 - 402.50 + 123.19 - 830.29 + 907 343 / 125.81 714 939.7 * 642.55 - 31.54 376 / - - * -,Hard,1773458.66,1773458.66,True,True,True,True,True,True
( 39 + ( 36 / ( ( 930 / 355 ) * 697.80 ) ) ^ ( ( ( 549 / 564 ) - ( 320 + 446 ) / 496 ) ^ 73 ) * 285 - 502 ^ 88.20 - 806 ),( 39 + ( 36 / ( ( 930 / 355 ) * 697.80 ) ) ^ ( ( ( 549 / 564 ) - ( 320 + 446 ) / 496 ) ^ 73 ) * 285 - 502 ^ 88.20 - 806 ),+ 39 - * ^ / 36 * / 930 355 697.80 ^ - / 549 564 / + 320 446 496 73 285 - ^ 502 88.20 806,+ 39 - * ^ / 36 * / 930 355 697.80 ^ - / 549 564 / + 320 446 496 73 285 - ^ 502 88.20 806,39 36 930 355 / 697.80 * / 549 564 / 320 446 + 496 / - 73 ^ ^ 285 * + 502 88.20 ^ - 806 -,39 36 930 355 / 697.80 * / 549 564 / 320 446 + 496 / - 73 ^ ^ 285 * + 502 88.20 ^ - 806 -,Hard,-1.592457505920303e+238,-1.592457505920303e+238,True,True,True,True,True,True
( ( 367.94 / ( 372.36 * 517 ) / 606 * 621.72 ) - ( 600 - ( 194 - 288 ) - 266.23 / ( 940 / ( 174 + ( 15.25 * 940.6 + 866 ) ) ) + 709 * 222.40 ) ),( ( 367.94 / ( 372.36 * 517 ) + 606 * 621.72 ) - ( 600 - ( 194 - 288 ) - 266.23 / ( 940 / ( 174 + ( 15.25 * 940.6 + 866 ) ) ) / 709 * 222.40 ) ),- / 367.94 / * 372.36 517 * 606 621.72 - 600 - - 194 288 + / 266.23 / 940 + 174 + * 15.25 940.6 866 * 709 222.40,- + / 367.94 * 372.36 517 * 606 621.72 - 600 - - 194 288 / 266.23 / / 940 + 174 + * 15.25 940.6 866 * 709 222.40,367.94 372.36 517 * / 606 / 621.72 * 600 194 288 - - 266.23 940 174 15.25 940.6 * 866 + + / / - 709 222.40 * + -,367.94 372.36 517 * / 606 621.72 * + 600 194 288 - - 266.23 940 174 15.25 940.6 * 866 + + / / 709 / 222.40 * - -,Hard,-154018.45,377435.08,False,False,False,False,False,False
442 / 774 * ( 510 + ( 128 - 561.64 ) ) * ( 155.17 / 601.51 ) / 278.72 - 880 - ( 578.42 / 293.50 ) ^ 428.58,442 / 774 * ( 510 + ( 128 - 561.64 ) ) * ( 155.17 / 601.51 ) / 278.72 - 880 - ( 578.42 / 293.50 ) ^ 428.58,- / 442 * 774 * + 510 - 128 561.64 / / 155.17 601.51 278.72 - 880 ^ / 578.42 293.50 428.58,- / 442 * 774 * + 510 - 128 561.64 / / 155.17 601.51 278.72 - 880 ^ / 578.42 293.50 428.58,442 774 / 510 128 561.64 - + * 155.17 601.51 / * 278.72 / 880 - 578.42 293.50 / 428.58 ^ -,442 774 / 510 128 561.64 - + * 155.17 601.51 / * 278.72 / 880 - 578.42 293.50 / 428.58 ^ -,Hard,-1.882574211379598e+126,-1.882574211379598e+126,True,True,True,True,True,True
( ( ( 782.50 + 135 ) - 104 - 839 ) / 861.60 - ( 158 / 303 ) * ( 231 / 391 ) * ( 125.84 * 184 - 549 * 462 / ( 916.95 ^ 66.0 ) ) ),( ( ( 782.50 + 135 ) - 104 - 839 ) / 861.60 - ( 158 / 303 ) * ( 231 / 391 ) * ( 125.84 * 184 - 549 * 462 / ( 916.95 ^ 66.0 ) ) ),- / - + 782.50 135 - 104 839 861.60 * / 158 303 * / 231 391 - * 125.84 184 * 549 / 462 ^ 916.95 66.0,- / - + 782.50 135 - 104 839 861.60 * / 158 303 * / 231 391 - * 125.84 184 * 549 / 462 ^ 916.95 66.0,782.50 135 + 104 - 839 - 861.60 / 158 303 / 231 391 / * 125.84 184 * 549 462 * 916.95 66.0 ^ / - * -,782.50 135 + 104 - 839 - 861.60 / 158 303 / 231 391 / * 125.84 184 * 549 462 * 916.95 66.0 ^ / - * -,Hard,-7133.26,-7133.26,True,True,True,True,True,True
( ( 925.43 + 942 - 306 * 944 ) / ( 973 - 446 ) / 81 ) / 448.93 - ( 531 / ( ( 351.2 * 739.78 ) * 116 ) / 583.24 ),( ( 925.43 + 942 - 306 * 944 ) / ( 973 - 446 ) / 81 ) / 448.93 - ( 531 / ( ( 351.2 * 739.78 ) * 116 ) / 583.24 ),- / / + 925.43 - 942 * 306 944 / - 973 446 81 448.93 / 531 / * * 351.2 739.78 116 583.24,- / / + 925.43 - 942 * 306 944 / - 973 446 81 448.93 / 531 / * * 351.2 739.78 116 583.24,925.43 942 + 306 944 * - 973 446 - / 81 / 448.93 / 531 351.2 739.78 * 116 * / 583.24 / -,925.43 942 + 306 944 * - 973 446 - / 81 / 448.93 / 531 351.2 739.78 * 116 * / 583.24 / -,Hard,-0.01,-0.01,True,True,True,True,True,True
( ( 36.35 / ( 979 / 602 * 718 ) ) - 526 - 447.21 ) * ( 333 - 416.6 ) + 996 * 724 + 637 + 186 + 534 * 55.31,( ( 36.35 / ( 979 / 602 * 718 ) ) - 526 - 447.21 ) * ( 333 - 416.6 ) + 996 * 724 + 637 + 186 + 534 * 55.31,+ * - / 36.35 / 979 * 602 718 - 526 447.21 - 333 416.6 + * 996 724 + 637 + 186 * 534 55.31,+ * - / 36.35 / 979 * 602 718 - 526 447.21 - 333 416.6 + * 996 724 + 637 + 186 * 534 55.31,36.35 979 602 / 718 * / 526 - 447.21 - 333 416.6 - * 996 724 * + 637 + 186 + 534 55.31 * +,36.35 979 602 / 718 * / 526 - 447.21 - 333 416.6 - * 996 724 * + 637 + 186 + 534 55.31 * +,Hard,832820.29,832820.29,True,True,True,True,True,True
