SubTask,Balance,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
mirror_tree,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,4.17
mirror_tree,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,5.56
mirror_tree,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,87.5
mirror_tree,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,11.11
mirror_tree,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,16.67
mirror_tree,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,75
mirror_tree,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,16.67
mirror_tree,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,37.04
mirror_tree,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,12.5
mirror_tree,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,11.11
mirror_tree,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,16.67
mirror_tree,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,44.44
mirror_tree,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,3.7
mirror_tree,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,37.5
mirror_tree,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,5.56
mirror_tree,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,25
mirror_tree,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,3.7
mirror_tree,balanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,20.83
mirror_tree,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,25
mirror_tree,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,33.33
mirror_tree,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,3.7
mirror_tree,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,8.33
mirror_tree,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,11.11
mirror_tree,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,16.67
mirror_tree,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,25
mirror_tree,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,3.7
mirror_tree,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,45.83
mirror_tree,balanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,29.17
mirror_tree,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,balanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,3.7
mirror_tree,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,14.81
mirror_tree,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,41.67
mirror_tree,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,33.33
mirror_tree,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
mirror_tree,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
mirror_tree,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
mirror_tree,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,8.33
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,7.41
traversal_order_verification,balanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,12.5
traversal_order_verification,balanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,18.52
traversal_order_verification,unbalanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,16.67
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,8.33
traversal_order_verification,unbalanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,16.67
traversal_order_verification,unbalanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,25.93
traversal_order_verification,balanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,5.56
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,3.7
traversal_order_verification,balanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,41.67
traversal_order_verification,unbalanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,38.89
traversal_order_verification,unbalanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,55.56
traversal_order_verification,balanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,44.44
traversal_order_verification,balanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,61.11
traversal_order_verification,unbalanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,55.56
traversal_order_verification,unbalanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,33.33
traversal_order_verification,balanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,41.67
traversal_order_verification,unbalanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,33.33
traversal_order_verification,balanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,55.56
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,38.89
traversal_order_verification,unbalanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,25
traversal_order_verification,balanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,50
traversal_order_verification,balanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,59.26
traversal_order_verification,unbalanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,40.74
traversal_order_verification,balanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,54.17
traversal_order_verification,balanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,44.44
traversal_order_verification,unbalanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,51.85
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,38.89
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,37.04
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,29.17
traversal_order_verification,balanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,61.11
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,29.17
traversal_order_verification,unbalanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,58.33
traversal_order_verification,unbalanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,51.85
traversal_order_verification,unbalanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,44.44
traversal_order_verification,unbalanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,50
traversal_order_verification,unbalanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,40.74
traversal_order_verification,balanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,41.67
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,40.74
traversal_order_verification,unbalanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,58.33
traversal_order_verification,balanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,37.04
traversal_order_verification,balanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,38.89
traversal_order_verification,balanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,45.83
traversal_order_verification,balanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,51.85
traversal_order_verification,unbalanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,50
traversal_order_verification,balanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
traversal_order_verification,unbalanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,3.7
traversal_order_verification,balanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,8.33
traversal_order_verification,unbalanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,22.22
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,5.56
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,12.5
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,11.11
traversal_order_verification,balanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,5.56
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,12.5
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,3.7
traversal_order_verification,unbalanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,8.33
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,37.04
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,29.17
traversal_order_verification,unbalanced,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,38.89
traversal_order_verification,unbalanced,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,37.04
traversal_order_verification,balanced,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,33.33
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,38.89
traversal_order_verification,balanced,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,37.5
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,33.33
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,38.89
traversal_order_verification,balanced,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,38.89
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,29.17
traversal_order_verification,unbalanced,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,29.17
traversal_order_verification,unbalanced,medium,FewShot,edge,openai,gpt-4-turbo,70.37
traversal_order_verification,unbalanced,hard,OneShot,hierarchy,openai,gpt-4-turbo,50
traversal_order_verification,balanced,easy,FewShot,hierarchy,openai,gpt-4-turbo,70.83
traversal_order_verification,unbalanced,medium,OneShot,edge,openai,gpt-4-turbo,66.67
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,62.96
traversal_order_verification,balanced,medium,OneShot,hierarchy,openai,gpt-4-turbo,59.26
traversal_order_verification,unbalanced,easy,FewShot,edge,openai,gpt-4-turbo,70.83
traversal_order_verification,balanced,hard,OneShot,edge,openai,gpt-4-turbo,38.89
traversal_order_verification,balanced,easy,ZeroShot,edge,openai,gpt-4-turbo,75
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,77.78
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,54.17
traversal_order_verification,unbalanced,easy,OneShot,edge,openai,gpt-4-turbo,58.33
traversal_order_verification,balanced,medium,ZeroShot,edge,openai,gpt-4-turbo,70.37
traversal_order_verification,balanced,medium,FewShot,edge,openai,gpt-4-turbo,59.26
traversal_order_verification,unbalanced,medium,ZeroShot,edge,openai,gpt-4-turbo,77.78
traversal_order_verification,balanced,easy,OneShot,edge,openai,gpt-4-turbo,70.83
traversal_order_verification,balanced,easy,FewShot,edge,openai,gpt-4-turbo,75
traversal_order_verification,unbalanced,hard,OneShot,edge,openai,gpt-4-turbo,50
traversal_order_verification,balanced,medium,FewShot,hierarchy,openai,gpt-4-turbo,62.96
traversal_order_verification,balanced,easy,OneShot,hierarchy,openai,gpt-4-turbo,66.67
traversal_order_verification,balanced,hard,OneShot,hierarchy,openai,gpt-4-turbo,38.89
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,66.67
traversal_order_verification,unbalanced,hard,FewShot,hierarchy,openai,gpt-4-turbo,55.56
traversal_order_verification,balanced,hard,FewShot,hierarchy,openai,gpt-4-turbo,50
traversal_order_verification,balanced,hard,FewShot,edge,openai,gpt-4-turbo,50
traversal_order_verification,unbalanced,medium,OneShot,hierarchy,openai,gpt-4-turbo,70.37
traversal_order_verification,balanced,hard,ZeroShot,edge,openai,gpt-4-turbo,55.56
traversal_order_verification,unbalanced,hard,FewShot,edge,openai,gpt-4-turbo,55.56
traversal_order_verification,balanced,medium,OneShot,edge,openai,gpt-4-turbo,55.56
traversal_order_verification,unbalanced,hard,ZeroShot,edge,openai,gpt-4-turbo,66.67
traversal_order_verification,unbalanced,easy,FewShot,hierarchy,openai,gpt-4-turbo,62.5
traversal_order_verification,unbalanced,medium,FewShot,hierarchy,openai,gpt-4-turbo,66.67
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,66.67
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,74.07
traversal_order_verification,unbalanced,easy,OneShot,hierarchy,openai,gpt-4-turbo,58.33
traversal_order_verification,unbalanced,easy,ZeroShot,edge,openai,gpt-4-turbo,62.5
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,61.11
traversal_order_verification,balanced,hard,ZeroShot,edge,deepseek,deepseek-v3,77.78
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,81.48
traversal_order_verification,unbalanced,medium,ZeroShot,edge,deepseek,deepseek-v3,88.89
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,79.17
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,85.19
traversal_order_verification,unbalanced,easy,ZeroShot,edge,deepseek,deepseek-v3,83.33
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,75
traversal_order_verification,unbalanced,hard,ZeroShot,edge,deepseek,deepseek-v3,72.22
traversal_order_verification,balanced,easy,ZeroShot,edge,deepseek,deepseek-v3,83.33
traversal_order_verification,balanced,medium,ZeroShot,edge,deepseek,deepseek-v3,85.19
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,50
traversal_order_verification,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,3.7
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,7.41
traversal_order_verification,unbalanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,22.22
traversal_order_verification,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,8.33
traversal_order_verification,balanced,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,18.52
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,5.56
traversal_order_verification,balanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
traversal_order_verification,unbalanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,38.89
traversal_order_verification,unbalanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,33.33
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,16.67
traversal_order_verification,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,16.67
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,3.7
traversal_order_verification,unbalanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,7.41
traversal_order_verification,unbalanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
traversal_order_verification,unbalanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,3.7
traversal_order_verification,unbalanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,5.56
traversal_order_verification,balanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,14.81
traversal_order_verification,balanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,27.78
traversal_order_verification,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,7.41
traversal_order_verification,balanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,38.89
traversal_order_verification,balanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
traversal_order_verification,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
traversal_order_verification,balanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,22.22
traversal_order_verification,unbalanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
traversal_order_verification,balanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,12.5
traversal_order_verification,balanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
traversal_order_verification,unbalanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,12.5
traversal_order_verification,unbalanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,27.78
traversal_order_verification,balanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,44.44
traversal_order_verification,balanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,37.5
traversal_order_verification,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
traversal_order_verification,balanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,11.11
traversal_order_verification,unbalanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,27.78
traversal_order_verification,unbalanced,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,25.93
traversal_order_verification,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,45.83
traversal_order_verification,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,38.89
traversal_order_verification,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,33.33
traversal_order_verification,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,44.44
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,62.5
traversal_order_verification,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,27.78
traversal_order_verification,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,55.56
traversal_order_verification,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,40.74
traversal_order_verification,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,37.04
traversal_order_verification,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,58.33
traversal_order_verification,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,41.67
traversal_order_verification,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,55.56
traversal_order_verification,unbalanced,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
traversal_order_verification,unbalanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
traversal_order_verification,balanced,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,7.41
traversal_order_verification,balanced,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
traversal_order_verification,balanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
traversal_order_verification,balanced,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,16.67
