SubTask,ExampleType,Format,Length,ModelFamily,ModelName,Symbol,Value,Accuracy
equivalent,OneShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,30.77
equivalent,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,53.85
equivalent,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,38.46
equivalent,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.54
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,38.71
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,54.84
equivalent,OneShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,61.54
equivalent,ZeroShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,58.06
equivalent,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,38.46
equivalent,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,64.52
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,58.06
equivalent,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,53.85
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,38.71
equivalent,FewShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,23.08
equivalent,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,64.52
equivalent,OneShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,61.54
equivalent,FewShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,76.92
equivalent,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.54
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,48.39
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,48.39
equivalent,OneShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,30.77
equivalent,OneShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,69.23
equivalent,FewShot,format1_postfix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.46
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,38.71
equivalent,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,54.84
equivalent,FewShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,46.15
equivalent,OneShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,38.46
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,45.16
equivalent,FewShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,53.85
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,61.29
equivalent,OneShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,53.85
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,25.81
equivalent,OneShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,30.77
equivalent,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,41.94
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,58.06
equivalent,FewShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,38.46
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,51.61
equivalent,FewShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,30.77
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.29
equivalent,OneShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,38.46
equivalent,ZeroShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,38.71
equivalent,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.46
equivalent,ZeroShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,64.52
equivalent,FewShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,53.85
equivalent,FewShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,46.15
equivalent,OneShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,30.77
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,45.16
equivalent,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,53.85
equivalent,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,58.06
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,51.61
equivalent,OneShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,30.77
equivalent,OneShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,69.23
equivalent,OneShot,format1_postfix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,53.85
equivalent,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,30.77
equivalent,OneShot,format1_prefix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,53.85
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,51.61
equivalent,OneShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,23.08
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,54.84
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,64.52
equivalent,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,41.94
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,45.16
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,54.84
equivalent,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.54
equivalent,FewShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.46
equivalent,OneShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,46.15
equivalent,FewShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,23.08
equivalent,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,48.39
equivalent,OneShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,46.15
equivalent,FewShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,61.54
equivalent,OneShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,53.85
equivalent,FewShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
equivalent,FewShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,30.77
equivalent,OneShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,30.77
equivalent,OneShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,38.46
equivalent,OneShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,38.46
equivalent,FewShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,46.15
equivalent,FewShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,38.46
equivalent,FewShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,46.15
equivalent,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,15.38
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,48.39
equivalent,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.71
equivalent,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.71
equivalent,FewShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.54
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,45.16
equivalent,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,easy,30.77
equivalent,FewShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,69.23
equivalent,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.54
equivalent,FewShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,46.15
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,64.52
equivalent,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,54.84
equivalent,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,48.39
equivalent,FewShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,76.92
equivalent,OneShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,53.85
equivalent,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,51.61
equivalent,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,61.54
equivalent,ZeroShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,64.52
equivalent,OneShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,61.54
equivalent,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,45.16
equivalent,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,51.61
equivalent,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,61.29
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,45.16
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.29
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,48.39
equivalent,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,45.16
equivalent,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,45.16
equivalent,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,46.15
equivalent,FewShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,38.46
equivalent,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,61.54
equivalent,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,69.23
equivalent,OneShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.54
equivalent,OneShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,46.15
equivalent,FewShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.54
equivalent,FewShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,61.54
equivalent,FewShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,46.15
equivalent,OneShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,46.15
equivalent,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,46.15
equivalent,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,53.85
equivalent,FewShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,38.46
equivalent,OneShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,46.15
equivalent,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,61.54
equivalent,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,61.54
equivalent,OneShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,53.85
equivalent,ZeroShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,61.29
equivalent,FewShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,61.54
equivalent,OneShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,69.23
equivalent,OneShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,69.23
equivalent,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,51.61
equivalent,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,46.15
equivalent,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,45.16
equivalent,OneShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,23.08
equivalent,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,46.15
equivalent,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.71
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,67.74
equivalent,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,69.23
equivalent,ZeroShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,51.61
equivalent,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,35.48
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,easy,45.16
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,38.71
equivalent,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,58.06
equivalent,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,61.54
equivalent,OneShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,23.08
equivalent,FewShot,format1_prefix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,30.77
equivalent,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,76.92
equivalent,OneShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,53.85
equivalent,OneShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,53.85
equivalent,FewShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,69.23
equivalent,FewShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,53.85
equivalent,FewShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,38.46
equivalent,FewShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,76.92
equivalent,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,53.85
equivalent,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.54
equivalent,FewShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,61.54
equivalent,FewShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,46.15
equivalent,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,74.19
equivalent,FewShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,46.15
equivalent,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,51.61
equivalent,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,80.65
equivalent,FewShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,61.54
equivalent,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,46.15
equivalent,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,48.39
equivalent,ZeroShot,format1_postfix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,51.61
equivalent,FewShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,46.15
equivalent,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,61.54
equivalent,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.71
equivalent,OneShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,61.54
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,61.29
equivalent,OneShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,38.46
equivalent,OneShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,76.92
equivalent,OneShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,38.46
equivalent,OneShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,69.23
equivalent,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,38.46
equivalent,OneShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.46
equivalent,OneShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,23.08
equivalent,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,45.16
equivalent,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.46
equivalent,FewShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
equivalent,OneShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
equivalent,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,61.54
equivalent,OneShot,format1_prefix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,53.85
equivalent,OneShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,53.85
equivalent,OneShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,76.92
equivalent,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,69.23
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,30.77
equivalent,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,46.15
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,92.31
equivalent,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,46.15
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,53.85
equivalent,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,76.92
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,100
equivalent,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,53.85
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,hard,38.46
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,53.85
equivalent,ZeroShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,84.62
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,medium,76.92
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,100
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,100
equivalent,ZeroShot,format1_prefix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,medium,84.62
equivalent,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,61.54
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,61.54
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,medium,76.92
equivalent,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,medium,76.92
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,53.85
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,medium,100
equivalent,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,38.46
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,hard,69.23
equivalent,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,53.85
equivalent,ZeroShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,hard,69.23
equivalent,ZeroShot,format1_postfix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,100
equivalent,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,53.85
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,61.54
equivalent,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,hard,69.23
equivalent,ZeroShot,format1_infix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,92.31
equivalent,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,53.85
equivalent,ZeroShot,format1_prefix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,medium,61.54
equivalent,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,medium,38.46
equivalent,ZeroShot,format1_postfix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,76.92
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,easy,92.31
equivalent,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,medium,23.08
equivalent,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,46.15
equivalent,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,69.23
equivalent,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,hard,69.23
equivalent,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,53.85
equivalent,ZeroShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,92.31
equivalent,ZeroShot,format1_postfix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,100
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,100
equivalent,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,69.23
equivalent,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,53.85
equivalent,ZeroShot,format1_infix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,100
equivalent,ZeroShot,format1_prefix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,84.62
equivalent,ZeroShot,format1_postfix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,69.23
equivalent,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,61.54
equivalent,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,hard,76.92
equivalent,ZeroShot,format1_infix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,84.62
